targetID;kegg_pathwayID;kegg_pathwayName
TTDNC00407;WP382;MAPK Signaling Pathway
TTDNC00407;WP437;EGF/EGFR Signaling Pathway
TTDNC00408;WP3286;Copper homeostasis
TTDNC00411;WP1530;miRNA Regulation of DNA Damage Response
TTDNC00411;WP1545;miRNAs involved in DNA damage response
TTDNC00411;WP179;Cell Cycle
TTDNC00411;WP1841;Intrinsic Pathway for Apoptosis
TTDNC00411;WP1858;Mitotic G1-G1/S phases
TTDNC00411;WP1859;Mitotic G2-G2/M phases
TTDNC00411;WP1971;Integrated Cancer pathway
TTDNC00411;WP1984;Integrated Breast Cancer Pathway
TTDNC00411;WP2002;miR-targeted genes in epithelium - TarBase
TTDNC00411;WP2004;miR-targeted genes in lymphocytes - TarBase
TTDNC00411;WP2005;miR-targeted genes in muscle cell - TarBase
TTDNC00411;WP2032;TSH signaling pathway
TTDNC00411;WP2261;Signaling Pathways in Glioblastoma
TTDNC00411;WP2263;Prostate Cancer
TTDNC00411;WP236;Adipogenesis
TTDNC00411;WP2377;Integrated Pancreatic Cancer Pathway
TTDNC00411;WP2431;Spinal Cord Injury
TTDNC00411;WP2446;Retinoblastoma (RB) in Cancer
TTDNC00411;WP2586;Aryl Hydrocarbon Receptor
TTDNC00411;WP2786;Pre-NOTCH Expression and Processing
TTDNC00411;WP2815;Mammary gland development pathway - Involution (Stage 4 of 4)
TTDNC00411;WP2828;Bladder Cancer
TTDNC00411;WP437;EGF/EGFR Signaling Pathway
TTDNC00411;WP45;G1 to S cell cycle control
TTDNC00411;WP615;Senescence and Autophagy in Cancer
TTDNC00411;WP707;DNA Damage Response
TTDNC00412;WP1835;Interferon alpha/beta signaling
TTDNC00412;WP2113;Type III interferon signaling
TTDNC00412;WP2332;Interleukin-11 Signaling Pathway
TTDNC00412;WP2374;Oncostatin M Signaling Pathway
TTDNC00412;WP364;IL-6 signaling pathway
TTDNC00412;WP395;IL-4 Signaling Pathway
TTDNC00412;WP585;Interferon type I signaling pathways
TTDNC00415;WP1591;Heart Development
TTDNC00415;WP1822;Generic Transcription Pathway
TTDNC00415;WP1897;Regulation of beta-cell development
TTDNC00415;WP2002;miR-targeted genes in epithelium - TarBase
TTDNC00415;WP2004;miR-targeted genes in lymphocytes - TarBase
TTDNC00415;WP2005;miR-targeted genes in muscle cell - TarBase
TTDNC00415;WP2064;Neural Crest Differentiation
TTDNC00415;WP2361;Gastric Cancer Network 1
TTDNC00415;WP2406;Cardiac Progenitor Differentiation
TTDNC00415;WP2572;Primary Focal Segmental Glomerulosclerosis FSGS
TTDNC00415;WP268;Notch Signaling Pathway
TTDNC00415;WP2720;Signaling by NOTCH1
TTDNC00415;WP2786;Pre-NOTCH Expression and Processing
TTDNC00415;WP2840;Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
TTDNC00415;WP2848;Differentiation Pathway
TTDNC00415;WP2849;Hematopoietic Stem Cell Differentiation
TTDNC00415;WP2853;Endoderm Differentiation
TTDNC00415;WP2854;Gene regulatory network modelling somitogenesis
TTDNC00415;WP61;Notch Signaling Pathway
TTDNC00419;WP1539;Angiogenesis
TTDNC00419;WP1794;Cell surface interactions at the vascular wall
TTDNC00420;WP2653;PIP3 activates AKT signaling
TTDNC00420;WP2664;Gastrin-CREB signalling pathway via PKC and MAPK
TTDNC00420;WP2780;Signaling by ERBB2
TTDNC00420;WP2781;Signaling by ERBB4
TTDNC00420;WP2865;IL1 and megakaryotyces in obesity
TTDNC00420;WP2882;Nuclear Receptors Meta-Pathway
TTDNC00420;WP2884;NRF2 pathway
TTDNC00420;WP516;Hypertrophy Model
TTDNC00420;WP673;ErbB Signaling Pathway
TTDNC00422;WP2377;Integrated Pancreatic Cancer Pathway
TTDNC00424;WP2889;Oxytocin signaling
TTDNC00425;WP1843;L1CAM interactions
TTDNC00425;WP231;TNF alpha Signaling Pathway
TTDNC00425;WP2380;BDNF signaling pathway
TTDNC00425;WP2652;Mitotic Prometaphase
TTDNC00426;WP1794;Cell surface interactions at the vascular wall
TTDNC00426;WP1833;Integrin cell surface interactions
TTDNC00426;WP1843;L1CAM interactions
TTDNC00426;WP185;Integrin-mediated Cell Adhesion
TTDNC00426;WP2118;Arrhythmogenic Right Ventricular Cardiomyopathy
TTDNC00426;WP2666;Elastic fibre formation
TTDNC00426;WP2703;Extracellular matrix organization
TTDNC00426;WP306;Focal Adhesion
TTDNC00433;WP2261;Signaling Pathways in Glioblastoma
TTDNC00433;WP26;Signal Transduction of S1P Receptor
TTDNC00433;WP2747;PI Metabolism
TTDNC00433;WP437;EGF/EGFR Signaling Pathway
TTDNC00433;WP51;Regulation of Actin Cytoskeleton
TTDNC00433;WP710;DNA Damage Response (only ATM dependent)
TTDNC00439;WP1799;Costimulation by the CD28 family
TTDNC00439;WP1836;Interferon gamma signaling
TTDNC00439;WP1927;TCR signaling
TTDNC00439;WP2679;MHC class II antigen presentation
TTDNC00441;WP1848;Metabolism of carbohydrates
TTDNC00441;WP1935;Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
TTDNC00441;WP2882;Nuclear Receptors Meta-Pathway
TTDNC00441;WP2884;NRF2 pathway
TTDNC00442;WP1788;Bile acid and bile salt metabolism
TTDNC00444;WP1831;Integration of energy metabolism
TTDNC00444;WP325;Triacylglyceride Synthesis
TTDNC00446;WP2004;miR-targeted genes in lymphocytes - TarBase
TTDNC00446;WP2005;miR-targeted genes in muscle cell - TarBase
TTDNC00447;WP1539;Angiogenesis
TTDNC00447;WP1794;Cell surface interactions at the vascular wall
TTDNC00447;WP363;Wnt Signaling Pathway Netpath
TTDNC00454;WP1824;GPCR downstream signaling
TTDNC00454;WP1825;GPCR ligand binding
TTDNC00454;WP455;GPCRs, Class A Rhodopsin-like
TTDNC00454;WP58;Monoamine GPCRs
TTDNC00454;WP706;SIDS Susceptibility Pathways
TTDNC00454;WP722;Serotonin HTR1 Group and FOS Pathway
TTDNC00460;WP2203;TSLP Signaling Pathway
TTDNC00462;WP1824;GPCR downstream signaling
TTDNC00462;WP1825;GPCR ligand binding
TTDNC00462;WP2197;Endothelin Pathways
TTDNC00462;WP334;GPCRs, Class B Secretin-like
TTDNC00463;WP1799;Costimulation by the CD28 family
TTDNC00464;WP1829;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDNC00468;WP1799;Costimulation by the CD28 family
TTDNC00474;WP1798;Complement cascade
TTDNC00474;WP1824;GPCR downstream signaling
TTDNC00474;WP1825;GPCR ligand binding
TTDNC00474;WP2328;Allograft Rejection
TTDNC00474;WP2431;Spinal Cord Injury
TTDNC00474;WP2806;Human Complement System
TTDNC00474;WP545;Complement Activation, Classical Pathway
TTDNC00475;WP2203;TSLP Signaling Pathway
TTDNC00485;WP2728;Incretin Synthesis, Secretion, and Inactivation
TTDNC00486;WP558;Complement and Coagulation Cascades
TTDNC00489;WP1799;Costimulation by the CD28 family
TTDNC00489;WP2583;T-Cell Receptor and Co-stimulatory Signaling
TTDNC00490;WP3297;EV release from cardiac cells and their functional effects
TTDNC00490;WP673;ErbB Signaling Pathway
TTDNC00492;WP2369;Histone Modifications
TTDNC00498;WP2849;Hematopoietic Stem Cell Differentiation
TTDNC00498;WP2858;Ectoderm Differentiation
TTDNC00499;WP3286;Copper homeostasis
TTDNC00502;WP1772;Apoptosis Modulation and Signaling
TTDNC00502;WP1814;Extrinsic Pathway for Apoptosis
TTDNC00502;WP2059;Alzheimers Disease
TTDNC00502;WP231;TNF alpha Signaling Pathway
TTDNC00502;WP2377;Integrated Pancreatic Cancer Pathway
TTDNC00502;WP2447;Amyotrophic lateral sclerosis (ALS)
TTDNC00502;WP2513;Nanoparticle triggered regulated necrosis
TTDNC00502;WP254;Apoptosis
TTDNC00502;WP2795;Cardiac Hypertrophic Response
TTDNC00502;WP384;Apoptosis Modulation by HSP70
TTDNC00502;WP453;Inflammatory Response Pathway
TTDNC00504;WP1799;Costimulation by the CD28 family
TTDNC00504;WP1829;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDNC00504;WP1927;TCR signaling
TTDNC00504;WP2719;Fcgamma receptor (FCGR) dependent phagocytosis
TTDNC00504;WP69;TCR Signaling Pathway
TTDNC00506;WP1848;Metabolism of carbohydrates
TTDNC00506;WP1935;Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
TTDNC00506;WP2882;Nuclear Receptors Meta-Pathway
TTDNC00506;WP2884;NRF2 pathway
TTDNC00511;WP35;G Protein Signaling Pathways
TTDNC00512;WP1926;Synthesis, Secretion, and Deacylation of Ghrelin
TTDNC00512;WP2865;IL1 and megakaryotyces in obesity
TTDNC00515;WP170;Nuclear Receptors
TTDNC00515;WP1797;Circadian Clock
TTDNC00515;WP236;Adipogenesis
TTDNC00515;WP2840;Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
TTDNC00515;WP2853;Endoderm Differentiation
TTDNC00515;WP2882;Nuclear Receptors Meta-Pathway
TTDNC00515;WP706;SIDS Susceptibility Pathways
TTDNC00515;WP734;Serotonin Receptor 4/6/7 and NR3C Signaling
TTDNC00518;WP1824;GPCR downstream signaling
TTDNC00518;WP1825;GPCR ligand binding
TTDNC00518;WP24;Peptide GPCRs
TTDNC00518;WP2806;Human Complement System
TTDNC00518;WP558;Complement and Coagulation Cascades
TTDNC00520;WP1829;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDNC00525;WP2377;Integrated Pancreatic Cancer Pathway
TTDNC00527;WP117;GPCRs, Other
TTDNC00527;WP1824;GPCR downstream signaling
TTDNC00527;WP1825;GPCR ligand binding
TTDNC00527;WP24;Peptide GPCRs
TTDNC00527;WP2848;Differentiation Pathway
TTDNC00527;WP455;GPCRs, Class A Rhodopsin-like
TTDNC00529;WP1471;TOR Signaling
TTDNC00529;WP1799;Costimulation by the CD28 family
TTDNC00529;WP2653;PIP3 activates AKT signaling
TTDNC00529;WP585;Interferon type I signaling pathways
TTDNC00532;WP1935;Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
TTDNC00532;WP2007;Iron metabolism in placenta
TTDNC00532;WP2670;Iron uptake and transport
TTDNC00539;WP1911;Signaling by FGFR
TTDNC00539;WP2064;Neural Crest Differentiation
TTDNC00539;WP2828;Bladder Cancer
TTDNC00539;WP474;Endochondral Ossification
TTDNC00539;WP51;Regulation of Actin Cytoskeleton
TTDNC00542;WP179;Cell Cycle
TTDNC00542;WP2064;Neural Crest Differentiation
TTDNC00542;WP2858;Ectoderm Differentiation
TTDNC00553;WP1584;Type II diabetes mellitus
TTDNC00553;WP1784;Apoptotic execution phase
TTDNC00553;WP1809;Effects of PIP2 hydrolysis
TTDNC00553;WP1824;GPCR downstream signaling
TTDNC00553;WP1978;Opioid Signalling
TTDNC00553;WP2012;miRs in Muscle Cell Differentiation
TTDNC00553;WP2261;Signaling Pathways in Glioblastoma
TTDNC00553;WP2324;AGE/RAGE pathway
TTDNC00553;WP2355;Corticotropin-releasing hormone
TTDNC00553;WP2374;Oncostatin M Signaling Pathway
TTDNC00553;WP2380;BDNF signaling pathway
TTDNC00553;WP23;B Cell Receptor Signaling Pathway
TTDNC00553;WP244;Alpha 6 Beta 4 signaling pathway
TTDNC00553;WP2688;DAG and IP3 signaling
TTDNC00553;WP2733;Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
TTDNC00553;WP289;Myometrial Relaxation and Contraction Pathways
TTDNC00553;WP35;G Protein Signaling Pathways
TTDNC00553;WP364;IL-6 signaling pathway
TTDNC00553;WP382;MAPK Signaling Pathway
TTDNC00553;WP399;Wnt Signaling Pathway and Pluripotency
TTDNC00553;WP428;Wnt Signaling Pathway
TTDNC00553;WP437;EGF/EGFR Signaling Pathway
TTDNC00553;WP481;Insulin Signaling
TTDNC00553;WP536;Calcium Regulation in the Cardiac Cell
TTDNC00553;WP619;Type II interferon signaling (IFNG)
TTDNC00553;WP69;TCR Signaling Pathway
TTDNC00569;WP241;One Carbon Metabolism
TTDNC00572;WP237;Glucocorticoid & Mineralcorticoid Metabolism
TTDNC00572;WP2749;Metabolism of steroid hormones and vitamin D
TTDNC00572;WP43;Oxidation by Cytochrome P450
TTDNC00572;WP554;ACE Inhibitor Pathway
TTDNC00572;WP702;Metapathway biotransformation
TTDNC00574;WP1824;GPCR downstream signaling
TTDNC00574;WP1825;GPCR ligand binding
TTDNC00574;WP2431;Spinal Cord Injury
TTDNC00574;WP24;Peptide GPCRs
TTDNC00574;WP2671;Defensins
TTDNC00574;WP455;GPCRs, Class A Rhodopsin-like
TTDNC00576;WP1533;Vitamin B12 Metabolism
TTDNC00576;WP15;Selenium Micronutrient Network
TTDNC00576;WP176;Folate Metabolism
TTDNC00576;WP1831;Integration of energy metabolism
TTDNC00576;WP1897;Regulation of beta-cell development
TTDNC00576;WP1913;Signaling by Insulin receptor
TTDNC00576;WP1926;Synthesis, Secretion, and Deacylation of Ghrelin
TTDNC00576;WP1946;Cori Cycle
TTDNC00576;WP1982;SREBP signalling
TTDNC00576;WP2324;AGE/RAGE pathway
TTDNC00576;WP236;Adipogenesis
TTDNC00576;WP2406;Cardiac Progenitor Differentiation
TTDNC00576;WP2509;Nanoparticle triggered autophagic cell death
TTDNC00576;WP2736;Insulin Processing
TTDNC00576;WP2848;Differentiation Pathway
TTDNC00576;WP615;Senescence and Autophagy in Cancer
TTDNC00578;WP1848;Metabolism of carbohydrates
TTDNC00578;WP1935;Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
TTDNC00578;WP2882;Nuclear Receptors Meta-Pathway
TTDNC00578;WP2884;NRF2 pathway
TTDNC00579;WP1935;Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
TTDNC00579;WP2882;Nuclear Receptors Meta-Pathway
TTDNC00579;WP2884;NRF2 pathway
TTDNC00581;WP2764;Lipid digestion, mobilization, and transport
TTDNC00581;WP430;Statin Pathway
TTDNC00584;WP205;IL-7 Signaling Pathway
TTDNC00584;WP2673;Interleukin-7 signaling
TTDNC00584;WP530;Cytokines and Inflammatory Response
TTDNC00585;WP2112;IL17 signaling pathway
TTDNC00586;WP1864;Muscle contraction
TTDNC00586;WP383;Striated Muscle Contraction
TTDNC00589;WP1794;Cell surface interactions at the vascular wall
TTDNC00589;WP1829;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDNC00589;WP1833;Integrin cell surface interactions
TTDNC00589;WP185;Integrin-mediated Cell Adhesion
TTDNC00589;WP2118;Arrhythmogenic Right Ventricular Cardiomyopathy
TTDNC00589;WP306;Focal Adhesion
TTDNC00597;WP2333;Trans-sulfuration pathway
TTDNC00597;WP241;One Carbon Metabolism
TTDNC00597;WP2446;Retinoblastoma (RB) in Cancer
TTDNC00597;WP2525;Trans-sulfuration and one carbon metabolism
TTDNC00602;WP2729;Metabolism of Angiotensinogen to Angiotensins
TTDNC00602;WP554;ACE Inhibitor Pathway
TTDNC00604;WP1772;Apoptosis Modulation and Signaling
TTDNC00604;WP2004;miR-targeted genes in lymphocytes - TarBase
TTDNC00608;WP1824;GPCR downstream signaling
TTDNC00608;WP1825;GPCR ligand binding
TTDNC00608;WP24;Peptide GPCRs
TTDNC00608;WP455;GPCRs, Class A Rhodopsin-like
TTDNC00613;WP127;IL-5 Signaling Pathway
TTDNC00613;WP1449;Regulation of toll-like receptor signaling pathway
TTDNC00613;WP1544;MicroRNAs in cardiomyocyte hypertrophy
TTDNC00613;WP1843;L1CAM interactions
TTDNC00613;WP185;Integrin-mediated Cell Adhesion
TTDNC00613;WP1911;Signaling by FGFR
TTDNC00613;WP195;IL-1 signaling pathway
TTDNC00613;WP2034;Leptin signaling pathway
TTDNC00613;WP205;IL-7 Signaling Pathway
TTDNC00613;WP2203;TSLP Signaling Pathway
TTDNC00613;WP2261;Signaling Pathways in Glioblastoma
TTDNC00613;WP2263;Prostate Cancer
TTDNC00613;WP22;IL-9 Signaling Pathway
TTDNC00613;WP2332;Interleukin-11 Signaling Pathway
TTDNC00613;WP2374;Oncostatin M Signaling Pathway
TTDNC00613;WP2380;BDNF signaling pathway
TTDNC00613;WP23;B Cell Receptor Signaling Pathway
TTDNC00613;WP2447;Amyotrophic lateral sclerosis (ALS)
TTDNC00613;WP2636;Genes and (Common) Pathways Underlying Drug Addiction
TTDNC00613;WP2637;Structural Pathway of Interleukin 1 (IL-1)
TTDNC00613;WP2643;Nanoparticle-mediated activation of receptor signaling
TTDNC00613;WP2735;RAF/MAP kinase cascade
TTDNC00613;WP2792;MAP kinase activation in TLR cascade
TTDNC00613;WP2795;Cardiac Hypertrophic Response
TTDNC00613;WP2828;Bladder Cancer
TTDNC00613;WP304;Kit receptor signaling pathway
TTDNC00613;WP306;Focal Adhesion
TTDNC00613;WP313;Signaling of Hepatocyte Growth Factor Receptor
TTDNC00613;WP364;IL-6 signaling pathway
TTDNC00613;WP366;TGF beta Signaling Pathway
TTDNC00613;WP382;MAPK Signaling Pathway
TTDNC00613;WP422;MAPK Cascade
TTDNC00613;WP437;EGF/EGFR Signaling Pathway
TTDNC00613;WP481;Insulin Signaling
TTDNC00613;WP49;IL-2 Signaling Pathway
TTDNC00613;WP51;Regulation of Actin Cytoskeleton
TTDNC00613;WP581;EPO Receptor Signaling
TTDNC00613;WP666;Hypothetical Network for Drug Addiction
TTDNC00613;WP69;TCR Signaling Pathway
TTDNC00613;WP722;Serotonin HTR1 Group and FOS Pathway
TTDNC00613;WP732;Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
TTDNC00613;WP734;Serotonin Receptor 4/6/7 and NR3C Signaling
TTDNC00613;WP75;Toll-like receptor signaling pathway
TTDNC00616;WP2764;Lipid digestion, mobilization, and transport
TTDNC00616;WP2776;Visual phototransduction
TTDNC00616;WP2878;PPAR Alpha Pathway
TTDNC00616;WP2882;Nuclear Receptors Meta-Pathway
TTDNC00616;WP430;Statin Pathway
TTDNC00621;WP1911;Signaling by FGFR
TTDNC00621;WP2653;PIP3 activates AKT signaling
TTDNC00621;WP2677;Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
TTDNC00621;WP51;Regulation of Actin Cytoskeleton
TTDNC00625;WP2675;Signaling by NODAL
TTDNC00625;WP2760;Signaling by BMP
TTDNC00625;WP2791;Signaling by Activin
TTDNC00625;WP2857;Mesodermal Commitment Pathway
TTDNC00630;WP1873;NGF signalling via TRKA from the plasma membrane
TTDNC00630;WP2377;Integrated Pancreatic Cancer Pathway
TTDNC00630;WP2380;BDNF signaling pathway
TTDNC00630;WP382;MAPK Signaling Pathway
TTDNC00634;WP23;B Cell Receptor Signaling Pathway
TTDNC00634;WP2746;Signaling by the B Cell Receptor (BCR)
TTDNC00645;WP2004;miR-targeted genes in lymphocytes - TarBase
TTDNC00645;WP2035;FSH signaling pathway
TTDNC00645;WP2377;Integrated Pancreatic Cancer Pathway
TTDNC00645;WP2380;BDNF signaling pathway
TTDNC00645;WP2431;Spinal Cord Injury
TTDNC00645;WP382;MAPK Signaling Pathway
TTDNC00645;WP706;SIDS Susceptibility Pathways
TTDNC00648;WP1842;Kinesins
TTDNC00648;WP2679;MHC class II antigen presentation
TTDNC00650;WP2431;Spinal Cord Injury
TTDNC00650;WP2733;Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
TTDNC00651;WP1824;GPCR downstream signaling
TTDNC00651;WP1825;GPCR ligand binding
TTDNC00651;WP247;Small Ligand GPCRs
TTDNC00651;WP455;GPCRs, Class A Rhodopsin-like
TTDNC00651;WP98;Prostaglandin Synthesis and Regulation
TTDNC00653;WP1824;GPCR downstream signaling
TTDNC00653;WP1825;GPCR ligand binding
TTDNC00653;WP1831;Integration of energy metabolism
TTDNC00653;WP2664;Gastrin-CREB signalling pathway via PKC and MAPK
TTDNC00653;WP2728;Incretin Synthesis, Secretion, and Inactivation
TTDNC00653;WP455;GPCRs, Class A Rhodopsin-like
TTDNC00658;WP1824;GPCR downstream signaling
TTDNC00658;WP1825;GPCR ligand binding
TTDNC00658;WP1978;Opioid Signalling
TTDNC00658;WP24;Peptide GPCRs
TTDNC00658;WP455;GPCRs, Class A Rhodopsin-like
TTDNC00658;WP69;TCR Signaling Pathway
TTDNC00667;WP1824;GPCR downstream signaling
TTDNC00667;WP1825;GPCR ligand binding
TTDNC00667;WP24;Peptide GPCRs
TTDNC00667;WP455;GPCRs, Class A Rhodopsin-like
TTDNC00670;WP2703;Extracellular matrix organization
TTDNC00670;WP2776;Visual phototransduction
TTDNC00671;WP558;Complement and Coagulation Cascades
TTDNC00676;WP23;B Cell Receptor Signaling Pathway
TTDNC00676;WP2806;Human Complement System
TTDNC00676;WP558;Complement and Coagulation Cascades
TTDNC00677;WP2788;Sphingolipid metabolism
TTDNR00643;WP1528;Physiological and Pathological Hypertrophy of the Heart
TTDNR00643;WP1544;MicroRNAs in cardiomyocyte hypertrophy
TTDNR00643;WP1824;GPCR downstream signaling
TTDNR00643;WP1825;GPCR ligand binding
TTDNR00643;WP236;Adipogenesis
TTDNR00643;WP2664;Gastrin-CREB signalling pathway via PKC and MAPK
TTDNR00643;WP2729;Metabolism of Angiotensinogen to Angiotensins
TTDNR00643;WP2797;Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
TTDNR00643;WP364;IL-6 signaling pathway
TTDNR00643;WP554;ACE Inhibitor Pathway
TTDNR00643;WP727;Monoamine Transport
TTDNR00648;WP129;Matrix Metalloproteinases
TTDNR00648;WP1794;Cell surface interactions at the vascular wall
TTDNR00648;WP1833;Integrin cell surface interactions
TTDNR00648;WP2766;The citric acid (TCA) cycle and respiratory electron transport
TTDNR00649;WP2380;BDNF signaling pathway
TTDNR00649;WP706;SIDS Susceptibility Pathways
TTDNR00652;WP1528;Physiological and Pathological Hypertrophy of the Heart
TTDNR00652;WP1544;MicroRNAs in cardiomyocyte hypertrophy
TTDNR00671;WP1859;Mitotic G2-G2/M phases
TTDNR00671;WP2652;Mitotic Prometaphase
TTDNR00671;WP2658;HIV Life Cycle
TTDNR00671;WP2683;Influenza Life Cycle
TTDNR00671;WP2684;Host Interactions of HIV factors
TTDNR00671;WP2733;Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
TTDNR00671;WP2742;Signaling by TGF-beta Receptor Complex
TTDNR00671;WP2757;Mitotic Metaphase and Anaphase
TTDNR00702;WP1544;MicroRNAs in cardiomyocyte hypertrophy
TTDNR00702;WP2572;Primary Focal Segmental Glomerulosclerosis FSGS
TTDNR00702;WP2804;Hair Follicle Development: Induction (Part 1 of 3)
TTDNR00702;WP363;Wnt Signaling Pathway Netpath
TTDNR00702;WP399;Wnt Signaling Pathway and Pluripotency
TTDNR00702;WP428;Wnt Signaling Pathway
TTDNR00709;WP1808;DSCAM interactions
TTDNR00709;WP1868;Netrin-1 signaling
TTDNR00709;WP2431;Spinal Cord Injury
TTDNR00714;WP2100;Arylhydrocarbon receptor (AhR) signaling pathway
TTDNR00714;WP2435;Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
TTDNR00714;WP2586;Aryl Hydrocarbon Receptor
TTDNR00714;WP2857;Mesodermal Commitment Pathway
TTDNR00714;WP2873;Aryl Hydrocarbon Receptor Pathway
TTDNR00714;WP2882;Nuclear Receptors Meta-Pathway
TTDNR00714;WP2884;NRF2 pathway
TTDNR00714;WP3;Transcriptional activation by NRF2
TTDNR00714;WP408;Oxidative Stress
TTDNR00726;WP2586;Aryl Hydrocarbon Receptor
TTDNR00726;WP2751;Transcriptional Regulation of White Adipocyte Differentiation
TTDNR00726;WP2761;MyD88:Mal cascade initiated on plasma membrane
TTDNR00726;WP2775;Toll-Like Receptors Cascades
TTDNR00726;WP2784;Binding and Uptake of Ligands by Scavenger Receptors
TTDNR00726;WP2796;Class I MHC mediated antigen processing & presentation
TTDNR00726;WP2797;Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
TTDNR00726;WP716;Vitamin A and Carotenoid Metabolism
TTDNR00746;WP2849;Hematopoietic Stem Cell Differentiation
TTDNR00764;WP2004;miR-targeted genes in lymphocytes - TarBase
TTDNR00764;WP2005;miR-targeted genes in muscle cell - TarBase
TTDNR00764;WP2006;miR-targeted genes in squamous cell - TarBase
TTDNS00536;WP117;GPCRs, Other
TTDNS00536;WP1825;GPCR ligand binding
TTDNS00536;WP2377;Integrated Pancreatic Cancer Pathway
TTDNS00536;WP2804;Hair Follicle Development: Induction (Part 1 of 3)
TTDNS00536;WP2839;Hair Follicle Development: Organogenesis (Part 2 of 3)
TTDNS00536;WP47;Hedgehog Signaling Pathway
TTDNS00537;WP117;GPCRs, Other
TTDNS00537;WP1824;GPCR downstream signaling
TTDNS00537;WP1825;GPCR ligand binding
TTDNS00537;WP247;Small Ligand GPCRs
TTDNS00537;WP2664;Gastrin-CREB signalling pathway via PKC and MAPK
TTDNS00537;WP455;GPCRs, Class A Rhodopsin-like
TTDNS00537;WP98;Prostaglandin Synthesis and Regulation
TTDNS00541;WP1887;Post-translational modification: synthesis of GPI-anchored proteins
TTDNS00541;WP410;Diurnally Regulated Genes with Circadian Orthologs
TTDNS00542;WP1539;Angiogenesis
TTDNS00542;WP1591;Heart Development
TTDNS00542;WP1919;Signaling by VEGF
TTDNS00542;WP1984;Integrated Breast Cancer Pathway
TTDNS00542;WP2328;Allograft Rejection
TTDNS00542;WP2374;Oncostatin M Signaling Pathway
TTDNS00542;WP2377;Integrated Pancreatic Cancer Pathway
TTDNS00542;WP2435;Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
TTDNS00542;WP2586;Aryl Hydrocarbon Receptor
TTDNS00542;WP259;Nifedipine Activity
TTDNS00542;WP2727;Regulation of Hypoxia-inducible Factor (HIF) by Oxygen
TTDNS00542;WP2828;Bladder Cancer
TTDNS00542;WP2848;Differentiation Pathway
TTDNS00542;WP306;Focal Adhesion
TTDNS00542;WP474;Endochondral Ossification
TTDNS00542;WP516;Hypertrophy Model
TTDNS00542;WP706;SIDS Susceptibility Pathways
TTDNS00544;WP1824;GPCR downstream signaling
TTDNS00544;WP1825;GPCR ligand binding
TTDNS00544;WP334;GPCRs, Class B Secretin-like
TTDNS00564;WP1982;SREBP signalling
TTDNS00564;WP2377;Integrated Pancreatic Cancer Pathway
TTDNS00564;WP2700;Latent infection of Homo sapiens with Mycobacterium tuberculosis
TTDNS00564;WP2877;Vitamin D Receptor Pathway
TTDNS00582;WP1824;GPCR downstream signaling
TTDNS00582;WP1825;GPCR ligand binding
TTDNS00582;WP2597;Secretion of Hydrochloric Acid in Parietal Cells
TTDNS00582;WP2664;Gastrin-CREB signalling pathway via PKC and MAPK
TTDNS00582;WP455;GPCRs, Class A Rhodopsin-like
TTDNS00582;WP51;Regulation of Actin Cytoskeleton
TTDNS00582;WP536;Calcium Regulation in the Cardiac Cell
TTDNS00582;WP58;Monoamine GPCRs
TTDNS00592;WP1530;miRNA Regulation of DNA Damage Response
TTDNS00592;WP1545;miRNAs involved in DNA damage response
TTDNS00592;WP1742;TP53 Network
TTDNS00592;WP179;Cell Cycle
TTDNS00592;WP1815;Factors involved in megakaryocyte development and platelet production
TTDNS00592;WP1865;Myogenesis
TTDNS00592;WP1918;Signaling by Robo receptor
TTDNS00592;WP1984;Integrated Breast Cancer Pathway
TTDNS00592;WP2038;Regulation of Microtubule Cytoskeleton
TTDNS00592;WP2272;Pathogenic Escherichia coli infection
TTDNS00592;WP2377;Integrated Pancreatic Cancer Pathway
TTDNS00592;WP2446;Retinoblastoma (RB) in Cancer
TTDNS00592;WP2516;ATM Signaling Pathway
TTDNS00592;WP2719;Fcgamma receptor (FCGR) dependent phagocytosis
TTDNS00592;WP2864;Apoptosis-related network due to altered Notch3 in ovarian cancer
TTDNS00592;WP437;EGF/EGFR Signaling Pathway
